OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageFinish,GarageCars,GarageArea,SalePrice
8,2001,2001,3,3.0,810.0,810,1665,2,2.0,6,3.0,2.0,528.0,227000.0
7,1996,1996,3,3.0,1504.0,1504,1504,2,2.0,6,3.0,2.0,478.0,203000.0
8,1984,1984,3,3.0,1220.0,1360,1360,1,2.0,4,2.0,2.0,565.0,187500.0
7,1991,1992,3,3.0,384.0,802,1472,2,2.0,7,2.0,2.0,402.0,160000.0
7,2005,2005,3,3.0,1362.0,1506,1506,2,2.0,6,3.0,2.0,440.0,213490.0
4,2005,2005,1,3.0,1132.0,1132,1132,1,2.0,5,3.0,2.0,451.0,176000.0
7,2006,2006,3,3.0,1199.0,1220,1220,2,2.0,6,2.0,2.0,632.0,194000.0
5,1930,1950,1,2.0,912.0,912,1248,1,1.0,6,1.0,1.0,160.0,87000.0
7,2005,2006,3,3.0,1346.0,1504,1504,2,2.0,7,3.0,2.0,437.0,191000.0
8,1976,1976,3,3.0,1565.0,2898,2898,2,2.0,10,3.0,2.0,665.0,287000.0
5,1972,1972,1,2.0,882.0,882,882,1,1.0,5,1.0,2.0,461.0,112500.0
5,1960,1960,1,2.0,1268.0,1264,1264,1,1.0,6,1.0,2.0,461.0,167500.0
8,2007,2008,3,3.0,1638.0,1646,1646,2,2.0,7,2.0,3.0,800.0,293077.0
5,1941,1950,1,2.0,768.0,968,1376,1,1.0,6,1.0,1.0,240.0,105000.0
6,1972,1972,1,2.0,672.0,672,1218,1,1.0,7,1.0,1.0,264.0,118000.0
5,1916,1995,1,2.0,686.0,948,1928,2,1.0,10,,0.0,0.0,160000.0
7,1920,1970,1,2.0,824.0,1687,3082,2,1.0,12,3.0,2.0,672.0,197000.0
8,1993,1993,3,3.0,1338.0,1352,2520,2,2.0,10,2.0,3.0,796.0,310000.0
7,2002,2002,3,3.0,1654.0,1654,1654,2,2.0,6,1.0,3.0,900.0,230000.0
5,1938,1950,1,1.0,920.0,954,954,1,0.0,5,1.0,1.0,240.0,119750.0
4,1957,1957,1,,0.0,845,845,1,1.0,5,1.0,1.0,290.0,84000.0
9,2007,2008,3,4.0,1620.0,1620,1620,2,3.0,6,3.0,3.0,912.0,315500.0
8,2001,2002,3,3.0,1055.0,1055,2263,2,2.0,7,3.0,2.0,905.0,287000.0
4,1970,2008,1,2.0,546.0,798,1344,1,1.0,6,,0.0,0.0,97000.0
4,1970,1970,1,3.0,630.0,630,630,1,1.0,3,1.0,1.0,286.0,80000.0
5,1957,2000,1,2.0,1134.0,1803,1803,2,1.0,8,2.0,2.0,484.0,155000.0
6,1966,2000,1,2.0,800.0,800,1632,1,2.0,7,1.0,2.0,484.0,173000.0
6,2005,2005,3,3.0,1306.0,1306,1306,2,2.0,5,2.0,2.0,624.0,196000.0
7,1990,1990,1,3.0,1475.0,1532,2329,2,2.0,10,1.0,2.0,514.0,262280.0
8,1981,1981,3,3.0,2524.0,2524,2524,2,2.0,9,3.0,2.0,542.0,278000.0
3,1955,1955,1,,0.0,1733,1733,2,1.0,8,1.0,2.0,452.0,139600.0
9,2005,2006,3,4.0,1992.0,1992,2868,3,3.0,11,3.0,3.0,716.0,556581.0
5,1994,1995,1,3.0,990.0,990,990,1,1.0,5,1.0,2.0,672.0,145000.0
5,1960,2006,1,,0.0,1771,1771,1,1.0,9,1.0,2.0,336.0,115000.0
4,1946,2006,1,,0.0,930,930,1,2.0,6,1.0,1.0,308.0,84900.0
7,2007,2007,3,3.0,1302.0,1302,1302,2,2.0,6,3.0,2.0,436.0,176485.0
7,2007,2007,3,3.0,1316.0,1316,1316,2,2.0,6,3.0,2.0,440.0,200141.0
6,1964,1978,1,2.0,816.0,1127,1977,1,1.0,9,2.0,2.0,540.0,165000.0
5,1957,2002,1,2.0,1216.0,1526,1526,1,1.0,7,1.0,1.0,364.0,144500.0
8,2002,2002,3,3.0,1065.0,1091,1989,2,2.0,7,3.0,2.0,586.0,255000.0
6,1976,1976,1,3.0,1193.0,1523,1523,2,1.0,7,3.0,2.0,478.0,180000.0
7,2005,2005,3,3.0,1364.0,1364,1364,2,2.0,6,2.0,2.0,484.0,185850.0
7,1994,1994,3,3.0,973.0,979,1850,2,2.0,7,3.0,2.0,467.0,248000.0
9,2008,2008,2,4.0,1104.0,1130,2184,2,3.0,10,3.0,3.0,836.0,335000.0
6,1932,1950,1,2.0,854.0,1096,1991,1,1.0,7,1.0,2.0,432.0,220000.0
8,2001,2001,3,3.0,1338.0,1338,1338,2,2.0,6,3.0,2.0,582.0,213500.0
3,1935,1950,0,2.0,894.0,894,894,1,1.0,6,2.0,3.0,1248.0,81000.0
5,1900,1950,1,2.0,662.0,1422,2337,2,1.0,10,1.0,2.0,560.0,90000.0
6,1925,1980,1,2.0,1103.0,1103,1103,1,2.0,5,1.0,2.0,440.0,110500.0
5,1966,1966,1,2.0,1154.0,1154,1154,1,1.0,6,2.0,2.0,480.0,154000.0
7,1996,1997,3,4.0,1306.0,1306,2260,2,2.0,7,2.0,2.0,533.0,328000.0
6,1993,1994,3,3.0,799.0,799,1571,2,1.0,7,2.0,2.0,380.0,178000.0
6,1964,1964,1,2.0,780.0,798,1611,1,1.0,7,2.0,2.0,442.0,167900.0
6,1973,1973,1,3.0,942.0,1291,2521,2,1.0,10,3.0,2.0,576.0,151400.0
5,1949,2003,1,2.0,845.0,893,893,1,2.0,4,1.0,2.0,576.0,135000.0
5,1956,1956,1,2.0,1048.0,1048,1048,1,1.0,6,1.0,1.0,286.0,135000.0
6,1968,1968,1,2.0,727.0,829,1556,1,1.0,8,1.0,2.0,441.0,154000.0
5,1948,1950,1,1.0,810.0,1002,1456,1,1.0,7,1.0,1.0,280.0,91500.0
6,1977,1977,1,2.0,690.0,698,1426,1,1.0,6,3.0,2.0,440.0,159500.0
7,2006,2006,3,3.0,1240.0,1240,1240,2,2.0,5,2.0,3.0,826.0,194000.0
7,1940,1984,1,2.0,800.0,960,1740,1,1.0,6,1.0,1.0,240.0,219500.0
5,1936,1989,1,1.0,796.0,1096,1466,2,2.0,7,1.0,2.0,566.0,170000.0
5,1969,1969,1,2.0,1096.0,1096,1096,1,1.0,6,3.0,1.0,299.0,138800.0
6,2004,2004,3,3.0,848.0,848,848,1,2.0,3,2.0,2.0,420.0,155900.0
5,1994,1994,1,3.0,990.0,990,990,1,1.0,5,1.0,1.0,299.0,126000.0
6,1971,2004,3,2.0,1258.0,1258,1258,2,2.0,5,2.0,2.0,528.0,145000.0
5,1963,1963,1,2.0,1040.0,1040,1040,1,1.0,5,3.0,1.0,308.0,133000.0
7,2002,2002,3,3.0,1459.0,1459,1459,2,2.0,6,2.0,2.0,527.0,192000.0
6,1964,1964,1,2.0,1251.0,1251,1251,1,1.0,6,2.0,1.0,461.0,160000.0
6,1995,1996,1,3.0,691.0,691,1498,2,1.0,6,3.0,2.0,409.0,187500.0
6,1992,1992,1,3.0,936.0,996,996,1,2.0,5,1.0,2.0,564.0,147000.0
4,1973,1973,1,2.0,546.0,546,1092,1,1.0,6,2.0,1.0,286.0,83500.0
8,2005,2006,3,3.0,1082.0,1082,1953,2,2.0,9,2.0,3.0,1043.0,252000.0
7,2004,2004,3,3.0,970.0,970,1709,2,2.0,7,1.0,2.0,380.0,137500.0
8,2005,2005,3,3.0,1247.0,1247,1247,1,2.0,4,3.0,2.0,550.0,197000.0
3,1950,1950,1,,0.0,1040,1040,2,1.0,6,1.0,2.0,400.0,92900.0
7,1999,2000,3,3.0,600.0,624,1252,2,2.0,4,1.0,2.0,462.0,160000.0
6,1925,1950,1,2.0,1181.0,1390,1694,2,1.0,7,1.0,2.0,576.0,136500.0
5,1965,1998,1,2.0,864.0,1200,1200,1,2.0,6,1.0,2.0,884.0,146000.0
5,1956,2000,1,2.0,936.0,936,936,1,1.0,4,3.0,1.0,308.0,129000.0
6,2006,2006,3,3.0,1314.0,1314,1314,2,2.0,6,2.0,2.0,440.0,176432.0
6,1914,2006,1,2.0,684.0,773,1355,1,2.0,7,,0.0,0.0,127000.0
8,1986,1986,3,3.0,1074.0,1088,1088,1,2.0,5,2.0,2.0,461.0,170000.0
4,1936,1950,1,2.0,672.0,757,1324,1,1.0,6,1.0,1.0,240.0,128000.0
7,1978,1978,1,3.0,1271.0,1601,1601,2,1.0,7,2.0,2.0,478.0,157000.0
2,1920,1950,1,2.0,290.0,438,438,1,0.0,3,1.0,1.0,246.0,60000.0
5,1971,1971,1,2.0,950.0,950,950,1,1.0,5,1.0,1.0,280.0,119500.0
5,1960,2002,1,2.0,1010.0,1134,1134,1,1.0,6,2.0,1.0,254.0,135000.0
6,1959,1959,1,2.0,655.0,1194,1194,1,1.0,6,3.0,2.0,539.0,159500.0
5,1970,1970,1,2.0,630.0,630,1302,2,1.0,6,1.0,2.0,440.0,106000.0
8,1994,1995,3,4.0,1463.0,1500,2622,2,2.0,9,2.0,2.0,712.0,325000.0
7,1990,1991,3,3.0,910.0,1442,1442,2,2.0,6,3.0,2.0,719.0,179900.0
7,2006,2006,3,4.0,868.0,887,2021,2,2.0,9,2.0,2.0,422.0,274725.0
6,2000,2000,1,3.0,924.0,948,1690,2,1.0,7,2.0,2.0,463.0,181000.0
8,2004,2005,3,4.0,1836.0,1836,1836,2,2.0,7,3.0,3.0,862.0,280000.0
6,1995,1996,1,3.0,773.0,773,1658,2,1.0,8,3.0,2.0,431.0,188000.0
7,1976,1976,1,2.0,803.0,1098,1964,2,1.0,8,2.0,2.0,483.0,205000.0
5,1957,1957,1,2.0,816.0,816,816,1,1.0,5,1.0,1.0,308.0,129900.0
5,1953,2006,1,2.0,1008.0,1008,1008,1,2.0,6,1.0,1.0,240.0,134500.0
5,1954,2000,1,2.0,833.0,833,833,1,2.0,4,1.0,1.0,326.0,117000.0
8,2007,2007,3,4.0,1734.0,1734,1734,2,3.0,7,2.0,3.0,928.0,318000.0
8,2002,2002,3,3.0,408.0,779,1419,2,2.0,7,3.0,2.0,527.0,184100.0
5,1967,2003,1,2.0,894.0,894,894,1,2.0,5,2.0,2.0,450.0,130000.0
5,1958,1987,1,2.0,533.0,1021,1601,1,1.0,6,2.0,1.0,300.0,140000.0
5,1959,1959,1,2.0,1040.0,1040,1040,1,1.0,6,2.0,1.0,286.0,133700.0
6,1920,1950,1,2.0,1012.0,1012,1012,1,1.0,6,1.0,1.0,308.0,118400.0
7,2005,2006,3,3.0,1552.0,1552,1552,2,2.0,7,2.0,3.0,782.0,212900.0
4,1956,1956,1,2.0,672.0,960,960,1,1.0,5,1.0,1.0,288.0,112000.0
5,1947,2008,1,2.0,698.0,698,698,1,1.0,4,,0.0,0.0,118000.0
7,1992,1992,1,3.0,384.0,812,1482,2,2.0,7,3.0,2.0,392.0,163900.0
4,1955,1955,1,2.0,1005.0,1005,1005,1,0.0,5,1.0,2.0,672.0,115000.0
7,2007,2007,3,3.0,1373.0,1555,1555,2,2.0,7,3.0,3.0,660.0,174000.0
7,2004,2004,3,3.0,1530.0,1530,1530,2,2.0,7,3.0,3.0,630.0,259000.0
7,2004,2005,3,3.0,847.0,847,1959,2,2.0,8,3.0,2.0,434.0,215000.0
5,1980,1980,1,3.0,936.0,936,936,1,1.0,4,1.0,2.0,672.0,140000.0
4,1928,1950,1,2.0,1122.0,1328,1981,2,2.0,7,1.0,2.0,576.0,135000.0
5,1991,1992,1,3.0,974.0,974,974,1,1.0,5,,0.0,0.0,93500.0
6,1880,1950,1,2.0,1008.0,1178,2210,2,0.0,8,1.0,1.0,205.0,117500.0
8,1995,1995,3,3.0,1128.0,1142,2020,2,2.0,8,2.0,2.0,466.0,239500.0
6,1997,1997,1,3.0,916.0,916,1600,2,1.0,7,3.0,2.0,460.0,169000.0
6,1926,1950,1,2.0,960.0,986,986,1,1.0,5,1.0,1.0,180.0,102000.0
6,1950,1950,1,2.0,1032.0,1032,1252,1,1.0,6,1.0,1.0,288.0,119000.0
5,1875,1996,1,2.0,780.0,780,1020,1,1.0,6,,0.0,0.0,94000.0
6,1977,1977,1,2.0,1567.0,1567,1567,2,2.0,5,2.0,2.0,714.0,196000.0
5,1920,1950,1,2.0,915.0,1167,1167,1,1.0,6,1.0,2.0,495.0,144000.0
5,1951,1951,1,2.0,952.0,952,952,1,1.0,4,1.0,2.0,840.0,139000.0
5,1976,1976,1,2.0,780.0,1088,1868,2,2.0,9,1.0,2.0,484.0,197500.0
8,2006,2007,3,4.0,1466.0,1466,2828,3,2.0,11,2.0,3.0,1052.0,424870.0
5,1959,1959,1,2.0,1006.0,1006,1006,1,1.0,5,,0.0,0.0,80000.0
4,1941,1950,1,3.0,672.0,672,924,1,0.0,5,1.0,1.0,280.0,80000.0
5,1928,1950,1,2.0,1042.0,1042,1576,1,1.0,8,1.0,1.0,225.0,149000.0
6,1985,1985,3,3.0,1298.0,1298,1298,2,2.0,5,1.0,2.0,403.0,180000.0
7,1941,1950,1,2.0,704.0,860,1564,1,0.0,7,1.0,1.0,234.0,174500.0
7,1926,1950,1,2.0,572.0,572,1111,1,1.0,5,1.0,1.0,288.0,116900.0
7,1920,1988,1,2.0,650.0,832,1482,1,1.0,7,1.0,2.0,324.0,143000.0
6,1950,1950,1,2.0,932.0,932,932,1,2.0,4,1.0,1.0,306.0,124000.0
5,1959,1959,1,2.0,1466.0,1466,1466,1,0.0,6,3.0,2.0,528.0,149900.0
6,1956,2004,1,2.0,1073.0,1811,1811,1,3.0,6,3.0,2.0,470.0,230000.0
6,1930,2007,3,2.0,816.0,816,816,1,1.0,5,1.0,1.0,432.0,120500.0
7,1965,1988,1,2.0,864.0,902,1820,1,2.0,8,1.0,2.0,492.0,201800.0
5,1976,2004,3,3.0,1437.0,1437,1437,2,2.0,6,2.0,2.0,528.0,218000.0
5,1965,1999,1,2.0,1219.0,1265,1265,2,2.0,6,2.0,2.0,502.0,179900.0
7,2007,2008,3,3.0,1314.0,1314,1314,2,2.0,6,2.0,2.0,626.0,230000.0
8,2007,2008,3,3.0,1580.0,1580,1580,2,2.0,7,2.0,3.0,830.0,235128.0
6,1974,1974,3,2.0,901.0,943,1876,2,2.0,8,2.0,2.0,540.0,185000.0
6,1978,1978,1,3.0,855.0,855,1456,2,1.0,7,1.0,2.0,440.0,146000.0
6,1954,2006,3,2.0,1296.0,1640,1640,1,2.0,7,1.0,2.0,924.0,224000.0
5,1968,1968,1,3.0,894.0,894,894,1,1.0,5,3.0,2.0,450.0,129000.0
4,1969,1969,1,3.0,1198.0,1258,1258,0,1.0,6,1.0,2.0,400.0,108959.0
5,1978,1978,1,3.0,1360.0,1432,1432,1,2.0,5,1.0,2.0,588.0,194000.0
7,2009,2009,3,3.0,1502.0,1502,1502,2,2.0,7,2.0,2.0,644.0,233170.0
8,2008,2008,3,3.0,1694.0,1694,1694,2,2.0,7,2.0,3.0,776.0,245350.0
6,2000,2000,1,3.0,959.0,959,1671,2,1.0,7,3.0,2.0,472.0,173000.0
6,1935,1986,1,2.0,1127.0,1236,2108,2,2.0,7,1.0,2.0,540.0,235000.0
10,1995,1996,3,4.0,1930.0,1831,3627,3,2.0,10,3.0,3.0,807.0,625000.0
6,1977,1977,1,2.0,1096.0,1118,1118,1,1.0,6,3.0,1.0,358.0,171000.0
6,1958,1958,1,2.0,1261.0,1261,1261,1,1.0,6,2.0,2.0,433.0,163000.0
7,2006,2007,3,3.0,625.0,625,1250,2,2.0,5,3.0,2.0,625.0,171900.0
5,1946,1994,1,2.0,1598.0,1636,3086,3,3.0,12,,0.0,0.0,200500.0
6,1932,1950,1,3.0,952.0,1170,2345,2,1.0,9,1.0,2.0,360.0,239000.0
8,1992,2000,3,3.0,1683.0,2129,2872,2,2.0,9,3.0,2.0,541.0,285000.0
5,1984,1985,1,2.0,876.0,923,923,1,1.0,5,1.0,1.0,264.0,119500.0
6,1926,2004,1,2.0,818.0,818,1224,1,1.0,5,1.0,1.0,210.0,115000.0
5,1921,1950,1,2.0,731.0,820,1343,1,1.0,7,1.0,1.0,186.0,154900.0
5,1954,1954,1,,0.0,1124,1124,1,1.0,5,,0.0,0.0,93000.0
7,1990,1991,1,3.0,1216.0,1298,2514,2,1.0,8,3.0,2.0,693.0,250000.0
8,2008,2008,2,4.0,1600.0,1652,1652,2,2.0,5,3.0,2.0,482.0,392500.0
10,1996,1996,3,4.0,2396.0,2411,4476,3,3.0,10,3.0,3.0,813.0,745000.0
5,1920,1950,1,2.0,1120.0,1130,1130,1,1.0,5,1.0,2.0,720.0,120000.0
5,1963,1963,1,2.0,1572.0,1572,1572,1,1.0,5,2.0,3.0,995.0,186700.0
5,1924,1950,1,2.0,784.0,949,1221,1,1.0,7,1.0,1.0,392.0,104900.0
3,1900,1970,1,1.0,978.0,1014,1699,2,1.0,7,1.0,2.0,420.0,95000.0
8,1994,1995,3,3.0,1624.0,1624,1624,2,2.0,5,2.0,3.0,757.0,262000.0
7,2002,2002,3,3.0,831.0,831,1660,2,2.0,7,2.0,2.0,493.0,195000.0
7,1999,1999,1,2.0,994.0,1028,1804,2,2.0,7,3.0,2.0,442.0,189000.0
4,1961,1975,1,2.0,1249.0,1622,1622,1,1.0,7,3.0,4.0,1356.0,168000.0
8,1999,2000,3,3.0,776.0,764,1441,2,2.0,5,1.0,2.0,492.0,174000.0
5,1925,1994,1,2.0,702.0,842,1472,1,2.0,6,1.0,1.0,250.0,125000.0
6,1999,1999,1,4.0,1224.0,1224,1224,2,1.0,5,3.0,2.0,402.0,165000.0
6,1969,1969,1,2.0,663.0,663,1352,1,1.0,7,3.0,1.0,299.0,158000.0
6,2005,2005,1,3.0,728.0,728,1456,2,2.0,8,3.0,2.0,400.0,176000.0
7,2006,2006,3,3.0,879.0,879,1863,2,2.0,9,3.0,3.0,660.0,219210.0
7,1916,1950,1,2.0,815.0,815,1690,1,1.0,7,1.0,1.0,225.0,144000.0
7,2001,2001,3,3.0,1212.0,1212,1212,2,2.0,6,2.0,2.0,573.0,178000.0
4,1963,1979,1,2.0,1051.0,1382,1382,1,1.0,6,1.0,2.0,459.0,148000.0
4,1970,1970,1,2.0,864.0,864,864,1,1.0,5,1.0,1.0,280.0,116050.0
7,1998,1998,1,3.0,866.0,866,1779,2,2.0,6,2.0,2.0,546.0,197900.0
5,1925,1997,1,2.0,884.0,884,1348,1,1.0,5,1.0,1.0,216.0,117000.0
7,2000,2001,3,3.0,1630.0,1630,1630,2,2.0,6,1.0,2.0,451.0,213000.0
5,1975,1975,1,3.0,1056.0,1074,1074,1,1.0,6,2.0,2.0,495.0,153500.0
7,1990,1991,3,3.0,2158.0,2196,2196,2,2.0,7,2.0,3.0,701.0,271900.0
4,1966,1966,1,2.0,1056.0,1056,1056,1,1.0,5,1.0,1.0,384.0,107000.0
6,2003,2003,3,3.0,1682.0,1700,1700,2,2.0,7,2.0,2.0,544.0,200000.0
5,1962,1980,1,2.0,931.0,1283,1283,1,1.0,6,1.0,2.0,506.0,140000.0
8,2006,2006,3,4.0,1660.0,1660,1660,2,2.0,8,2.0,2.0,500.0,290000.0
6,1992,1992,3,3.0,1055.0,1055,1845,2,2.0,8,2.0,2.0,462.0,189000.0
8,1988,2005,3,3.0,559.0,1080,1752,2,1.0,8,2.0,2.0,492.0,164000.0
4,1941,1950,1,2.0,672.0,672,672,1,1.0,4,1.0,1.0,234.0,113000.0
4,1965,2001,1,2.0,648.0,960,960,0,1.0,3,1.0,1.0,364.0,145000.0
5,1962,1962,1,2.0,925.0,999,999,1,1.0,6,1.0,1.0,300.0,134500.0
5,1966,1966,1,2.0,894.0,894,894,1,1.0,5,2.0,1.0,384.0,125000.0
6,1978,1978,1,,0.0,1318,1902,2,1.0,8,1.0,2.0,539.0,112000.0
8,2009,2009,3,3.0,1300.0,1314,1314,2,2.0,6,2.0,2.0,552.0,229456.0
4,1947,1950,1,,0.0,672,912,1,1.0,3,,0.0,0.0,80500.0
6,1971,1971,1,2.0,672.0,672,1218,1,1.0,7,,0.0,0.0,91500.0
5,1964,1964,1,2.0,912.0,912,912,1,1.0,5,1.0,1.0,288.0,115000.0
5,1968,1968,1,2.0,952.0,1211,1211,1,1.0,5,1.0,1.0,322.0,134000.0
6,1949,1950,1,2.0,1040.0,1168,1846,2,1.0,7,1.0,1.0,315.0,143000.0
5,1951,1951,1,2.0,2136.0,2136,2136,2,1.0,7,1.0,2.0,528.0,137900.0
7,2004,2005,3,3.0,788.0,788,1490,2,2.0,8,3.0,2.0,388.0,184000.0
6,1958,1958,1,2.0,588.0,1138,1138,1,1.0,6,2.0,1.0,264.0,145000.0
6,2007,2007,3,3.0,894.0,894,1933,2,2.0,9,3.0,3.0,668.0,214000.0
5,1965,2008,1,2.0,912.0,912,912,1,2.0,5,1.0,2.0,576.0,147000.0
9,2008,2008,2,4.0,1702.0,1702,1702,1,3.0,7,3.0,3.0,1052.0,367294.0
5,1960,1960,1,2.0,1075.0,1507,1507,2,1.0,7,1.0,1.0,404.0,127000.0
5,1977,1977,1,3.0,1361.0,1361,2620,2,1.0,12,2.0,2.0,600.0,190000.0
5,1962,1962,1,2.0,1106.0,1190,1190,1,1.0,6,1.0,2.0,540.0,132500.0
4,1962,1962,1,,0.0,1224,1224,2,1.0,6,1.0,2.0,462.0,101800.0
5,1959,1959,1,2.0,1188.0,1188,1188,1,1.0,6,2.0,2.0,531.0,142000.0
5,1911,1950,1,2.0,940.0,1024,1964,1,1.0,7,,0.0,0.0,130000.0
5,1914,1950,1,3.0,747.0,892,1784,1,1.0,9,1.0,1.0,180.0,138887.0
7,2003,2003,3,3.0,764.0,764,1626,2,2.0,6,2.0,2.0,474.0,175500.0
7,2004,2005,3,3.0,847.0,847,1948,2,2.0,8,3.0,2.0,434.0,195000.0
6,2005,2005,3,3.0,1141.0,1141,1141,1,1.0,6,1.0,2.0,484.0,142500.0
8,2006,2006,3,3.0,1476.0,1484,1484,2,3.0,6,2.0,2.0,472.0,265900.0
7,2003,2003,3,3.0,884.0,884,1768,2,2.0,8,2.0,2.0,543.0,224900.0
7,2007,2007,3,3.0,1689.0,1689,1689,2,2.0,7,2.0,3.0,954.0,248328.0
7,1974,1974,1,3.0,1053.0,1173,1173,2,2.0,6,2.0,2.0,528.0,170000.0
10,2006,2006,2,4.0,2076.0,2076,2076,2,3.0,7,3.0,3.0,850.0,465000.0
8,1929,1950,1,3.0,792.0,792,1517,1,2.0,7,1.0,2.0,400.0,230000.0
6,1984,2003,1,3.0,585.0,1140,1868,3,1.0,7,3.0,2.0,477.0,178000.0
7,2005,2006,3,3.0,756.0,756,1553,2,2.0,6,2.0,2.0,615.0,186500.0
6,1976,1976,1,2.0,1012.0,1034,1034,1,1.0,6,1.0,3.0,888.0,169900.0
6,1917,1950,1,3.0,735.0,1134,2058,1,1.0,8,1.0,2.0,396.0,129500.0
5,1950,1950,1,2.0,876.0,988,988,1,1.0,6,1.0,1.0,276.0,119000.0
7,1968,1968,3,2.0,2110.0,2110,2110,2,3.0,8,3.0,2.0,522.0,244000.0
7,2003,2003,3,3.0,1405.0,1405,1405,2,2.0,6,2.0,2.0,478.0,171750.0
5,1968,1968,1,2.0,864.0,874,874,1,1.0,5,2.0,1.0,288.0,130000.0
7,1974,2003,3,2.0,1192.0,1516,2167,2,2.0,9,2.0,2.0,518.0,294000.0
7,2003,2004,3,3.0,746.0,760,1656,2,2.0,7,3.0,2.0,397.0,165400.0
6,1931,1950,1,2.0,884.0,959,1367,1,1.0,6,1.0,1.0,560.0,127500.0
8,1994,1994,3,3.0,1986.0,1987,1987,2,2.0,7,3.0,2.0,691.0,301500.0
5,1922,1950,1,1.0,864.0,864,864,1,1.0,4,,0.0,0.0,99900.0
7,2005,2005,3,3.0,856.0,1166,1166,2,2.0,5,3.0,2.0,400.0,190000.0
6,1969,1969,1,3.0,1054.0,1054,1054,1,1.0,6,1.0,2.0,460.0,151000.0
6,1999,1999,1,3.0,841.0,892,1675,2,1.0,7,3.0,2.0,502.0,181000.0
5,1956,1956,1,2.0,1050.0,1050,1050,1,1.0,5,1.0,1.0,338.0,128900.0
4,1957,1989,1,2.0,1104.0,1104,1788,1,1.0,8,1.0,1.0,304.0,161500.0
6,1919,1950,1,2.0,764.0,1060,1824,1,1.0,8,1.0,2.0,520.0,180500.0
6,1998,1999,3,3.0,1405.0,1337,1337,2,2.0,5,3.0,2.0,511.0,181000.0
7,1999,1999,3,3.0,691.0,713,1452,2,2.0,6,1.0,2.0,506.0,183900.0
7,1910,1950,0,2.0,925.0,964,1889,1,1.0,9,1.0,1.0,308.0,122000.0
9,2008,2009,2,4.0,2002.0,2018,2018,2,3.0,10,3.0,3.0,746.0,378500.0
8,1935,1997,1,2.0,728.0,1968,3447,3,2.0,11,1.0,3.0,1014.0,381000.0
5,1958,1958,1,2.0,874.0,874,1524,1,1.0,7,1.0,1.0,315.0,144000.0
7,1979,1979,3,3.0,1332.0,1332,1524,0,2.0,4,3.0,2.0,586.0,260000.0
6,1968,1968,1,2.0,1489.0,1489,1489,2,2.0,7,2.0,2.0,462.0,185750.0
5,1965,1965,1,2.0,935.0,935,935,1,1.0,5,1.0,1.0,288.0,137000.0
6,1959,2006,1,2.0,1019.0,1357,1357,1,3.0,5,2.0,1.0,312.0,177000.0
5,1910,2003,1,2.0,661.0,661,1250,2,1.0,8,1.0,2.0,552.0,139000.0
5,1948,1950,1,2.0,928.0,928,1920,2,1.0,10,1.0,2.0,400.0,137000.0
6,1972,1972,1,2.0,723.0,735,1395,1,1.0,6,1.0,2.0,497.0,162000.0
6,1967,1976,1,3.0,1680.0,1724,1724,1,1.0,7,2.0,2.0,480.0,197900.0
8,2002,2002,3,3.0,1128.0,1128,2031,2,2.0,7,2.0,2.0,577.0,237000.0
4,1920,1950,1,2.0,698.0,698,1128,1,1.0,6,2.0,2.0,528.0,68400.0
7,2002,2002,3,3.0,1573.0,1573,1573,2,2.0,6,2.0,2.0,544.0,227000.0
7,1990,1990,1,3.0,1309.0,1339,1339,2,1.0,6,3.0,2.0,484.0,180000.0
5,1977,2008,1,3.0,1040.0,1040,1040,2,2.0,5,1.0,2.0,484.0,150500.0
6,1971,1971,1,2.0,912.0,912,1824,2,1.0,8,,0.0,0.0,139000.0
6,1919,1990,1,2.0,804.0,1699,2447,2,2.0,10,1.0,1.0,336.0,169000.0
6,1939,1950,1,2.0,780.0,825,1412,1,1.0,6,1.0,1.0,280.0,132500.0
6,1963,1963,1,2.0,1328.0,1328,1328,1,1.0,6,1.0,2.0,528.0,143000.0
5,1964,1964,1,2.0,1624.0,1582,1582,2,1.0,7,1.0,2.0,390.0,190000.0
8,2000,2000,3,3.0,1501.0,1659,1659,2,3.0,5,3.0,2.0,499.0,278000.0
8,2006,2006,3,3.0,1085.0,1120,1970,2,3.0,8,3.0,3.0,753.0,281000.0
5,1964,1964,1,2.0,1152.0,1152,1152,1,1.0,6,2.0,2.0,484.0,180500.0
5,1972,1972,1,2.0,630.0,630,1302,2,1.0,6,1.0,1.0,264.0,119500.0
5,1892,1965,1,2.0,994.0,1378,2372,2,1.0,11,2.0,1.0,432.0,107500.0
7,1976,1976,1,3.0,832.0,832,1664,2,1.0,8,2.0,2.0,528.0,162900.0
5,1955,1990,1,2.0,864.0,864,864,1,1.0,5,1.0,2.0,572.0,115000.0
5,1968,1968,1,2.0,1052.0,1052,1052,1,1.0,5,2.0,1.0,288.0,138500.0
5,1963,1963,1,2.0,1120.0,1128,1128,2,1.0,6,2.0,2.0,525.0,155000.0
6,2005,2006,1,3.0,547.0,1072,1072,2,1.0,5,3.0,2.0,525.0,140000.0
10,2008,2008,2,4.0,6110.0,4692,5642,2,3.0,12,3.0,2.0,1418.0,160000.0
5,1959,1994,1,2.0,1246.0,1246,1246,1,2.0,6,2.0,1.0,305.0,154000.0
